,Name,City,State,Zip,Type Detailed*,Current Guaranteed Minimum,Average Daily Population,current_as_of
1412,NORFOLK COUNTY JAIL,DEDHAM,MA,2026,USMS IGA,,0,2021-01-07
1413,NORFOLK SUB-OFFICE HOLD,NORFOLK,VA,23513,HOLD,,0,2021-01-07
1414,NORTH BROWARD MEDICAL CENTER,POMPANO BEACH,FL,33060,HOSPITAL,,0,2021-01-07
1415,NORTH CAROLINA DEPARTMENT OF CORRECTIONS (RALEIGH),RALEIGH,NC,27603,IGSA,,0,2021-01-07
1416,NORTH CHICAGO POLICE DEPARTMENT,NORTH CHICAGO,IL,60064,IGSA,,0,2021-01-07
1417,NORTH COUNTY JAIL,OAKLAND,CA,94607,IGSA,,0,2021-01-07
1418,NORTH GEORGIA DETENTION CENTER,GAINESVILLE,GA,30501,IGSA,,0,2021-01-07
1419,NORTH LAKE CORRECTIONAL F,BALDWIN,MI,49304,CDF,"1,800",1263,2025-11-10
1420,NORTH LAS VEGAS,NORTH LAS VEGAS,NV,89030,USMS IGA,,0,2021-01-07
1421,NORTH PLATTE HOLD ROOM,NORTH PLATTE,NE,69101,HOLD,,0,2021-01-07
1422,NORTH ROYALTON CITY JAIL,N. ROYALTON,OH,44133,IGSA,,0,2021-01-07
1423,NORTHEAST CORRECTIONAL CENTER,STORRS,CT,6268,IGSA,,0,2021-01-07
1424,NORTHEAST NEBRASKA JUVENILE SERVICES,MADISON,NE,68748,JUVENILE,,0,2021-01-07
1425,NORTHEAST OHIO CORRECTIONAL CENTER,YOUNGSTOWN,OH,44505,USMS IGA,,223,2025-11-10
1426,NORTHEAST OHIO CORRECTIONAL CTR (YOUNGSTOWN CDF),YOUNGSTOWN,OH,44505,CDF,,0,2021-01-07
1427,NORTHERN CORRECTIONAL INSTITUTE,SOMERS,CT,6071,IGSA,,0,2021-01-07
1428,NORTHERN MAINE JUVENILE DETENTION,CHARLESTON,ME,4422,JUVENILE,,0,2021-01-07
1429,NORTHERN NECK REGIONAL JAIL,WARSAW,VA,22572,IGSA,,0,2021-01-07
1430,NORTHERN NEVADA CORRECTIONAL CENTER,CARSON CITY,NV,89701,Other,,0,2021-01-07
1431,NORTHERN OREGON CORRECTIONAL FACILITY,THE DALLES,OR,97058,IGSA,,0,2022-09-19
1432,NORTHERN OREGON JUVENILE DETENTION,THE DALLES,OR,97058,JUVENILE,,0,2021-01-07
1433,NORTHERN REGIONAL JAIL,MOUNDSVILLE,WV,26041,IGSA,,25,2025-11-10
1434,NORTHERN STATE BOSTON (VERMONT DEPARTMENT OF CORRE,NEWPORT,VT,5855,USMS IGA,,0,2021-01-07
1435,NORTHERN VIRGINIA JUVENILE DETENTION CENTER,ALEXANDRIA,VA,22304,ORR,,0,2021-01-07
1436,NORTHWEST ICE PROCESSSING CENTER,TACOMA,WA,98421,CDF,"1,181",1423,2025-11-10
1437,NORTHWEST ICE PROCSESING CENTER,TACOMA,WA,98421,CDF,"1,181",661,2024-10-28
1438,NORTHWEST REGIONAL ADULT DETENTION CENTER,WINCHESTER,VA,22603,IGSA,,0,2021-01-07
1439,NORTHWEST REGIONAL CORRECTIONS CENTER,CROOKSTON,MN,56716,USMS IGA,,11,2025-11-10
1440,NORTHWEST STATE CORRECTIONAL CENTER,SWANTON,VT,5488,USMS IGA,,12,2025-11-10
1441,NORTHWEST STATE CORRECTIONAL FACILITY,SWANTON,VT,5488,IGSA,,0,2021-01-07
1442,NORTHWESTERN REGIONAL JUVENILE DETENTION CENTER,WINCHESTER,VA,22603,JUVENILE,2,61,2025-06-23
1443,NORTHWESTERN REGIONAL JUVENILE DETENTION CENTER,WINCHESTER,VA,22604,JUVENILE,2,0,2023-09-04
1444,NUECES COUNTY JAIL,CORPUS CHRISTI,TX,78401,IGSA,,0,2021-01-07
1445,NUEVO AMANECER LCS,LOS ANGELES,CA,90022,ORR,,7,2021-01-07
1446,NY FOUNDLING HOSPITAL,STATEN ISLAND,NY,10304,ORR,,0,2021-01-07
1447,NYC FIELD OFFICE,NEW YORK,NY,10278,HOLD,,2,2021-01-07
1448,"NYE COUNTY DETENTION CENTER, SOUTHERN (PAHRUMP)",PAHRUMP,NV,89060,USMS CDF,,69,2023-09-30
1449,NYE COUNTY SHERIFF-PAHRUMP,PAHRUMP,NV,89060,IGSA,,72,2024-10-28
1450,Nevada Southern Detention Center,Pahrump,NV,89060,USMS CDF,,215,2024-04-15
1451,New Hanover County Jail,Castle Hayne,NC,28429,USMS IGA,,1,2024-01-22
1452,Northwest State Correctional Center,Swanton,VT,5488,USMS IGA,,6,2024-04-15
1453,Nye County Sheriff-Pahrump,Pahrump,NV,89060,IGSA,,69,2024-04-15
1454,Nye County Sheriff-pahrump,Pahrump,NV,89060,IGSA,,71,2024-02-05
1455,OAKDALE FEDERAL CORRECTIONAL INSTITUTE,OAKDALE,LA,71463,BOP,,0,2021-01-07
1456,OAKDALE FEDERAL DETENTION,OAKDALE,LA,71463,IGSA,,0,2021-01-07
1457,OAKDALE FEDERAL DETENTION CENTER,OAKDALE,LA,71463,BOP,,0,2021-01-07
1458,OAKDALE HOLDING ROOM,OAKDALE,LA,71463,HOLD,,0,2021-01-07
1459,OAKLAND CITY JAIL,OAKLAND,CA,94607,IGSA,,0,2021-01-07
1460,OBRIEN COUNTY JAIL (IOWA),PRINGHAR,IA,51245,IGSA,,0,2021-01-07
1461,ODESSA DETENTION CENTER,ODESSA,TX,79761,IGSA,,0,2021-01-07
1462,OGDEN HOLD ROOM,OGDEN,UT,84401,HOLD,,0,2021-01-07
1463,OGDENSBURG CORRECTIONAL,OGDENSBURG,NY,13669,IGSA,,0,2021-01-07
1464,OGLE COUNTY JAIL,OREGON,IL,61061,USMS IGA,,1,2021-10-01
1465,OKANOGAN COUNTY,OKANOGAN,WA,98840,IGSA,,0,2021-01-07
1466,OKLAHOMA CITY HOLD ROOM,OKLAHOMA CITY,OK,73119,HOLD,,0,2021-01-07
1467,OKLAHOMA COUNTY JAIL,OKLAHOMA CITY,OK,73102,IGSA,,0,2021-01-07
1468,OKLAHOMA FEDERAL TRANSFER CENTER,OKLAHOMA CITY,OK,73109,BOP,,0,2021-01-07
1469,OKMULGEE COUNTY JAIL,OKMULGEE,OK,74447,IGSA,,27,2022-05-31
1470,OLDHAM COUNTY DETENTION CENTER,LA GRANGE,KY,40031,USMS IGA,,123,2025-11-10
1471,OLDHAM COUNTY JAIL,LA GRANGE,KY,40031,USMS IGA,,38,2025-06-23
1472,OLMSTED COUNTY,ROCHESTER,MN,55904,IGSA,,0,2021-01-07
1473,OMAHA CORRECTIONAL CENTER,OMAHA,NE,68111,IGSA,,0,2021-01-07
1474,OMAHA FIELD OFFICE HOLD ROOM,OMAHA,NE,68110,HOLD,,0,2021-01-07
1475,OMDC ENV USBP OFO TRNSPT,SAN DIEGO,CA,92154,Other,,0,2022-06-13
1476,ONEIDA COUNTY JAIL,MALAD,ID,83252,IGSA,,0,2021-01-07
1477,ONEIDA COUNTY JAIL,ORISKANY,NY,13424,IGSA,,0,2021-01-07
1478,ONONDAGA COUNTY JAIL,SYRACUSE,NY,13202,USMS IGA,,0,2021-01-07
1479,ONTARIO COUNTY JAIL,CANANDAIGUA,NY,14424,USMS IGA,,0,2021-01-07
1480,OPEN ARMS INTERNATIONAL,MIAMI,FL,33173,ORR,,0,2021-01-07
1481,ORANGE CO MEDICAL CENTER,SANTA ANA,CA,92705,HOSPITAL,,0,2021-01-07
1482,ORANGE COUNTY CENTRAL WOMEN'S JAIL,SANTA ANA,CA,92703,IGSA,,0,2021-01-07
1483,ORANGE COUNTY INTAKE RELEASE FACILITY,SANTA ANA,CA,92703,IGSA,,0,2021-01-07
1484,ORANGE COUNTY JAIL,GOSHEN,NY,10924,IGSA,,68,2024-08-19
1485,ORANGE COUNTY JAIL,ORLANDO,FL,32839,USMS IGA,,2,2024-08-19
1486,ORANGE COUNTY JAIL (FL),ORLANDO,FL,32839,USMS IGA,,29,2025-11-10
1487,ORANGE COUNTY JAIL (NY),GOSHEN,NY,10924,IGSA,,167,2025-11-10
1488,ORANGE REGIONAL MED CTR,MIDDLETOWN,NY,10940,HOSPITAL,,0,2021-01-07
1489,ORLANDO HOLD ROOM,ORLANDO,FL,32827,HOLD,,0,2021-01-07
1490,ORLEANS CORRECTIONAL,ALBION,NY,14411,IGSA,,0,2021-01-07
1491,ORLEANS COUNTY JAIL,ALBION,NY,14411,IGSA,,0,2021-01-07
1492,ORLEANS COUNTY JAIL,NEWPORT,VT,5855,IGSA,,0,2021-01-07
1493,ORLEANS PARISH JUVENILE FACILITY,NEW ORLEANS,LA,70119,JUVENILE,,0,2021-01-07
1494,ORLEANS PARISH SHERIFF,NEW ORLEANS,LA,70119,IGSA,,0,2021-01-07
1495,ORLEANS PARISH/SOUTH WHITE,NEW ORLEANS,LA,70119,IGSA,,0,2021-01-07
1496,ORR FOSTER CARE,WASHINGTON,DC,20447,ORR,,0,2021-01-07
1497,OSAWATAMIE STATE HOSPITAL,OSAWATAMIE,KS,66064,HOSPITAL,,0,2021-01-07
1498,OSBORN CORRECTIONAL INSTITUTE,SOMERS,CT,6071,IGSA,,0,2021-01-07
1499,OSWEGO COUNTY JAIL,OSWEGO,NY,13126,IGSA,,0,2021-01-07
1500,OTAY MESA DETENTION CENTER,SAN DIEGO,CA,92154,CDF,750,1456,2025-11-10
1501,OTAY MESA DETENTION CENTER (SAN DIEGO CDF),SAN DIEGO,CA,92154,CDF,750,982,2023-09-30
1502,OTAY MESA DETENTION CENTER (SAN DIEGO CDF),SAN DIEGO,CA,92158,CDF,750,1265,2023-10-10
1503,OTERO CO PROCESSING CENTER,CHAPARRAL,NM,88081,DIGSA,500,864,2024-08-05
1504,OTERO COUNTY DETENTION,ALAMOGORDO,NM,88310,USMS IGA,,2,2023-11-13
1505,OTERO COUNTY JAIL,LAJUNTA,CO,81050,USMS IGA,,0,2021-01-07
1506,OTERO COUNTY PRISON FACILITY,CHAPARRAL,NM,88081,USMS IGA,,0,2021-08-24
1507,OTERO COUNTY PROCESSING CENTER,CHAPARRAL,NM,88081,DIGSA,500,881,2025-11-10
1508,OTISVILLE FEDERAL CORRECTIONAL INSTITUTE,OTISVILLE,NY,10963,BOP,,0,2021-01-07
1509,OTOE COUNTY JAIL,NEBRASKA CITY,NE,68410,IGSA,,0,2021-01-07
1510,OTSEGO COUNTY JAIL,COOPERSTOWN,NY,13326,IGSA,,0,2021-01-07
1511,OTTAWA COUNTY,HUDSONVILLE,MI,49426,IGSA,,0,2021-01-07
1512,OXFORD COUNTY JAIL,SOUTH PARIS,ME,4281,IGSA,,0,2021-01-07
1513,OXFORD FEDERAL CORRECTIONAL INSTITUTE,OXFORD,WI,53952,BOP,,0,2021-01-07
1514,OZARK COUNTY SHERIFF'S OFFICE,GAINESVILLE,MO,65655,IGSA,,16,2025-11-10
1515,OZAUKEE COUNTY JAIL,PORT WASHINGTON,WI,53074,IGSA,,0,2021-01-07
1516,Oldham County Jail,La Grange,KY,40031,USMS IGA,,1,2024-01-22
1517,Orange County Jail,Goshen,NY,10924,IGSA,,66,2024-04-15
1518,Orange County Jail,Orlando,FL,32839,USMS IGA,,2,2024-04-15
1519,Otay Mesa Detention Center,San Diego,CA,92154,CDF,750,1251,2024-04-15
1520,Otero County Detention,Alamogordo,NM,88310,USMS IGA,,1,2023-12-26
1521,Otero County Processing Center,Chaparral,NM,88081,DIGSA,500,898,2024-04-15
1522,PALM BEACH COUNTY JAIL,WEST PALM BEACH,FL,33406,IGSA,,0,2021-01-07
1523,PALMDALE REGIONAL MEDICAL CENTER,PALMDALE,CA,93551,HOSPITAL,,0,2021-01-07
1524,PALMER CORRECTIONAL CENTER,PALMER,AK,99645,IGSA,,0,2021-01-07
1525,PALMETTO HOSPITAL,HIALEAH,FL,33016,HOSPITAL,,0,2021-01-07
1526,PALMS BEHAVIORAL HEALTH,HARLINGEN,TX,78550,HOSPITAL,,0,2021-01-07
1527,PALMS WEST HOSPITAL,LOXAHATCHEE,FL,33470,HOSPITAL,,0,2021-01-07
1528,PAMUNKEY REGIONAL JAIL,HANOVER,VA,23069,USMS IGA,,0,2021-01-07
1529,PARK COUNTY DETENTION CENTER,LIVINGSTON,MT,59602,IGSA,,0,2021-01-07
1530,PARK COUNTY JAIL,CODY,WY,82414,IGSA,,0,2021-01-07
1531,PARK COUNTY JAIL,FAIRPLAY,CO,80440,IGSA,,0,2021-01-07
1532,PASADENA CITY JAIL,PASADENA,CA,91101,IGSA,,0,2021-01-07
1533,PASSAIC COUNTY JAIL,PATERSON,NJ,7501,IGSA,,0,2021-01-07
1534,PAULDING COUNTY GEORGIA,DALLAS,GA,30132,IGSA,,0,2021-01-07
1535,PAVIA HOSPITAL-HATO TEY,SAN JUAN,PR,917,HOSPITAL,,0,2021-01-07
1536,PDN HOLD ROOM,EL PASO,TX,79901,HOLD,,0,2021-01-07
1537,PEAR TREE INN SNA AIRPORT,SAN ANTONIO,TX,78216,Other,,0,2021-11-30
1538,PECOS CRIMINAL JUSTICE CENTER,PECOS,TX,79772,IGSA,,0,2022-02-07
1539,PECOS HOLD ROOM,PECOS,TX,79772,HOLD,,0,2021-01-07
1540,PEKIN FEDERAL CORRECTIONAL INSTITUTE,PEKIN,IL,61554,BOP,,0,2021-01-07
1541,PELICAN ISLAND CENTER,GALVESTON,TX,77550,ORR,,0,2021-01-07
1542,PEMBINA COUNTY JAIL,CAVALIER,ND,58220,IGSA,,0,2021-01-07
1543,PEND ORIELLE CORRECTIONAL FACILITY,NEWPORT,WA,99156,IGSA,,0,2021-01-07
1544,PENNINGTON COUNTY,THIEFRIVER FALLS,MN,56701,IGSA,,0,2021-01-07
1545,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),RAPID CITY,SD,57701,USMS IGA,,2,2025-11-10
1546,PENOBSCOT COUNTY JAIL,BANGOR,ME,4401,USMS IGA,,0,2021-01-07
1547,PEORIA COUNTY JUV DET CENTER,PEORIA,IL,61604,JUVENILE,,0,2021-01-07
1548,PERRY COUNTY CORRECTIONAL CENTER,UNIONTOWN,AL,36786,IGSA,,0,2021-01-07
1549,PERRY COUNTY JAIL,PINCKNEYVILLE,IL,62274,IGSA,,0,2021-01-07
1550,PERRYVILLE STATE PRISON,GOODYEAR,AZ,85395,IGSA,,0,2021-01-07
1551,PETERSBURG FEDERAL CORRECTIONAL INSTITUTE,PETERSBURG,VA,23804,BOP,,0,2021-01-07
1552,PHARR POLICE DEPT,PHARR,TX,78577,Other,,0,2021-09-16
1553,PHELPS COUNTY JAIL,HOLDREGE,NE,68949,USMS IGA,,29,2025-03-31
1554,PHELPS COUNTY JAIL,ROLLA,MO,65401,USMS IGA,,1,2025-03-31
1555,PHELPS COUNTY JAIL (MO),ROLLA,MO,65401,USMS IGA,,16,2025-11-10
1556,PHELPS COUNTY JAIL (NE),HOLDREGE,NE,68949,USMS IGA,,28,2025-11-10
1557,PHILADELPHIA DISTRICT OFFICE HOLD ROOM,PHILADELPHIA,PA,19130,HOLD,,0,2021-01-07
1558,PHILLIPS COUNTY JAIL (MONTANA),MALTA,MT,59538,IGSA,,0,2021-01-07
1559,PHOENIX DISTRICT OFFICE,PHOENIX,AZ,85004,HOLD,,3,2021-01-07
1560,PHOENIX FEDERAL CORRECTIONAL INSTITUTE,PHOENIX,AZ,85027,BOP,,0,2021-01-07
1561,PICKAWAY COUNTY JAIL,CIRCLEVILLE,OH,43113,IGSA,,0,2021-01-07
1562,PICKENS COUNTY DET CTR,CARROLLTON,AL,35447,IGSA,,39,2025-09-02
1563,PICKENS COUNTY DETENTION CENTER,CARROLLTON,AL,35447,IGSA,,35,2025-11-10
1564,PIEDMONT POLICE DEPARTMENT,PIEDMONT,OK,73078,IGSA,,0,2021-01-07
1565,PIEDMONT REGIONAL JAIL,FARMVILLE,VA,23901,IGSA,,0,2021-01-07
1566,PIERCE COUNTY JAIL,PIERCE,NE,68767,IGSA,,0,2021-01-07
1567,PIERCE COUNTY JAIL,RUGBY,ND,58368,Other,,0,2021-01-07
1568,PIKE COUNTY CORRECTIONAL FACILITY,LORDS VALLEY,PA,18428,IGSA,100,123,2024-05-13
1569,PIKE COUNTY ERO HOLD ROOM,HAWLEY,PA,18428,HOLD,,0,2021-01-07
1570,PIKE COUNTY JAIL,LORDS VALLEY,PA,18428,IGSA,100,239,2025-11-10
1571,PIMA COUNTY JAIL,TUCSON,AZ,85713,IGSA,,0,2021-01-07
1572,PINAL COUNTY JAIL,FLORENCE,AZ,85132,IGSA,,0,2021-01-07
1573,PINE PRAIRIE ICE PROCESSING CENTER,PINE PRAIRIE,LA,70576,DIGSA,,918,2025-11-10
1574,PINELLAS COUNTY JAIL,CLEARWATER,FL,33762,USMS IGA,,43,2025-11-10
1575,PISCATAQUIS COUNTY JAIL,DOVER-FOXCROFT,ME,4426,USMS IGA,,0,2021-01-07
1576,PITKIN COUNTY JAIL,ASPEN,CO,81611,IGSA,,0,2021-01-07
1577,PITTSBURGH HOLD ROOM,PITTSBURGH,PA,15203,HOLD,,0,2021-01-07
1578,PLAQUEMINES PARISH DETENTION,BRAITHWAITHE,LA,70040,IGSA,,0,2021-01-07
1579,PLATTE COUNTY DETENTION CENTER,PLATTE CITY,MO,64079,IGSA,,0,2021-01-07
1580,PLATTE COUNTY JAIL,WHEATLAND,WY,82201,USMS IGA,,4,2025-11-10
1581,PLATTE COUNTY JAIL (NEBRASKA),COLUMBUS,NE,68601,IGSA,,0,2021-01-07
1582,PLYMOUTH CO COR FACILTY,PLYMOUTH,MA,2360,IGSA,,225,2024-08-05
1583,PLYMOUTH COUNTY CORRECTIONAL FACILITY,PLYMOUTH,MA,2360,IGSA,,509,2025-11-10
1584,POINTE COUPEE PARISH DETENTION CENTER,NEW ROADS,LA,70760,IGSA,,0,2021-01-07
1585,POLK COUNTY JAIL,BARTOW,FL,33830,IGSA,,1,2025-11-10
1586,POLK COUNTY JAIL,CROOKSTON,MN,56716,IGSA,,0,2021-01-07
1587,POLK COUNTY JAIL,DES MOINES,IA,50313,USMS IGA,,52,2025-11-10
1588,POLLOCK US PENITENTIARY,POLLOCK,LA,71467,BOP,,0,2021-01-07
1589,POMONA CITY JAIL,POMONA,CA,91766,USMS IGA,,0,2021-09-16
1590,PONDERA COUNTY JAIL,CONRAD,MT,59425,IGSA,,0,2021-01-07
1591,PORT ISABEL,LOS FRESNOS,TX,78566,SPC,650,799,2023-09-18
1592,PORT ISABEL SPC,LOS FRESNOS,TX,78566,SPC,650,1019,2025-11-10
1593,PORTLAND DISTRICT OFFICE,PORTLAND,OR,97204,HOLD,,0,2021-01-07
1594,PORTLAND MAINE HOLD ROOM,PORTLAND,ME,4101,HOLD,,0,2021-01-07
1595,PORTSMOUTH CITY JAIL,PORTSMOUTH,VA,23704,IGSA,,0,2021-01-07
1596,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,51501,USMS IGA,,38,2025-11-10
1597,POWDER RIVER COUNTY JAIL,BROADUS,MT,59317,IGSA,,0,2021-01-07
1598,POWER COUNTY JAIL,AMERICAN FALLS,ID,83211,IGSA,,0,2021-01-07
1599,PRAIRIELAND DETENTION CENTER,ALVARADO,TX,76009,DIGSA,525,954,2025-11-10
1600,PRAIRIELAND DETENTION FACILITY,ALVARADO,TX,76009,DIGSA,525,571,2024-05-13
1601,PRAIRIELAND SUBOFFICE HOLD ROOM,ALVARADO,TX,76009,HOLD,,0,2021-01-07
1602,PRESIDIO COUNTY JAIL,MARFA,TX,79843,IGSA,,0,2021-01-07
1603,PRINCE EDWARD COUNTY (FARMVILLE),FARMVILLE,VA,23901,DIGSA,459,589,2025-09-15
1604,PRINCE WILLIAM COUNTY CORRECTIONAL FACILITY,MANASSAS,VA,20110,USMS IGA,,0,2021-01-07
1605,PROVIDENCE HOLDROOM,WARWICK,RI,2886,HOLD,,0,2021-01-07
1606,PROVO HOLD ROOM,SPANISH FORK,UT,84660,HOLD,,0,2021-01-07
1607,PROWERS COUNTY JAIL,LAMAR,CO,81052,IGSA,,0,2021-01-07
1608,PUEBLO COUNTY JAIL,PUEBLO,CO,81003,USMS IGA,,0,2021-01-07
1609,PUEBLO HOLDROOM,FLORENCE,CO,81226,HOLD,,0,2021-01-07
1610,PULASKI COUNTY DETENTION CENTER,SOMERSET,KY,42503,IGSA,,0,2021-01-07
1611,PULASKI COUNTY JAIL,ULLIN,IL,62992,IGSA,,88,2021-10-01
1612,PUTNAM COUNTY SHERIFF,COOKEVILLE,TN,38501,USMS IGA,,20,2025-11-10
1613,Pennington County Jail (South Dakota),Rapid City,SD,57701,USMS IGA,,0,2024-01-22
1614,Phelps County Jail,Holdrege,NE,68949,USMS IGA,,12,2024-04-15
1615,Pickens County,CARROLLTON,AL,35447,IGSA,,39,2025-04-28
1616,Pickens County DET CTR,Carrollton,AL,35447,IGSA,,21,2024-02-20
1617,Pickens County Det Ctr,Carrollton,AL,35447,IGSA,,23,2024-04-15
1618,Pike County Correctional Facility,Lords Valley,PA,18428,IGSA,100,123,2024-04-15
1619,Pine Prairie ICE Processing Center,Pine Prairie,LA,70576,DIGSA,,379,2024-04-15
1620,Pine Prairie Ice Processing Center,Pine Prairie,LA,70576,DIGSA,,329,2024-02-05
1621,Pinellas County Jail,Clearwater,FL,33762,USMS IGA,,4,2024-04-01
1622,Plymouth County Correctional Facility,Plymouth,MA,2360,IGSA,,182,2024-04-15
1623,Polk County Jail,Des Moines,IA,50313,USMS IGA,,25,2024-04-15
1624,Port Isabel SPC,Los Fresnos,TX,78566,SPC,650,1052,2024-04-15
1625,Port Isabel Spc,Los Fresnos,TX,78566,SPC,650,1083,2024-02-05
1626,Pottawattamie County Jail,Council Bluffs,IA,51501,USMS IGA,,26,2024-04-15
1627,Prairieland Detention Facility,Alvarado,TX,76009,DIGSA,525,573,2024-04-15
1628,Prince Edward County (Farmville),Farmville,VA,23901,DIGSA,459,191,2024-04-15
1629,QUALITY INN,GLENWOOD SPRINGS,CO,81647,Other,,0,2021-01-07
1630,QUALITY SUITES,CALIPATRIA,CA,92154,Other,,0,2021-01-07
1631,QUEENS HOUSE OF DETENTION,KEW GARDENS,NY,11415,IGSA,,0,2021-01-07
1632,RACINE COUNTY JAIL,RACINE,WI,53403,IGSA,,0,2021-01-07
1633,RADISSON HTL ELP AIRPORT,EL PASO,TX,79925,Other,,1,2021-01-07
1634,RALEIGH HOLD ROOM,CARY,NC,27512,HOLD,,0,2021-01-07
1635,RAMADA HOTEL,EAST BOSTON,MA,2128,Other,,0,2021-01-07
1636,RAMSEY COUNTY ADULT DETENTION CENTER,ST. PAUL,MN,55101,USMS IGA,,0,2021-01-07
1637,RAMSEY COUNTY JAIL,ST. PAUL,MN,55102,IGSA,,0,2021-01-07
1638,RANDALL COUNTY JAIL,AMARILLO,TX,79118,USMS IGA,,1,2024-05-13
1639,RAPID CITY HOLD ROOM,RAPID CITY,SD,57702,HOLD,,0,2021-01-07
1640,RAPPAHANNOCK REGIONAL JAIL,STAFFORD,VA,22554,USMS IGA,,1,2025-11-10
1641,RAVALLI COUNTY JAIL,HAMILTON,MT,59840,IGSA,,0,2021-01-07
1642,RAY BROOK FEDERAL CORRECTIONAL INSTITUTE,RAY BROOK,NY,12977,BOP,,0,2021-01-07
1643,RED ROOF INN,SEATAC,WA,98188,Other,,0,2021-01-07
1644,REDDING HOLD ROOM,REDDING,CA,96002,HOLD,,0,2021-01-07
1645,REEVES CO. JUV. DET. CTR.,PECOS,TX,79772,IGSA,,0,2021-01-07
1646,REEVES COUNTY DETENTION,PECOS,TX,79772,IGSA,,0,2021-01-07
1647,REEVES COUNTY JAIL,PECOS,TX,79772,IGSA,,0,2021-01-07
1648,REGIONAL JUSTICE CENTER,KENT,WA,98032,IGSA,,0,2021-01-07
1649,REGIONS MEDICAL CENTER,ST. PAUL,MN,55101,HOSPITAL,,0,2021-01-07
1650,RENO COUNTY JAIL,HUTCHINSON,KS,67501,IGSA,,0,2021-01-07
1651,RENO COUNTY YOUTH SERVICES,HUTCHINSON,KS,67501,JUVENILE,,0,2021-01-07
1652,RENO HOLD ROOM,RENO,NV,89512,HOLD,,0,2021-01-07
1653,RENSSELAER COUNTY CORRECTIONAL FACILITY,TROY,NY,12180,USMS IGA,,2,2022-08-14
1654,RICE COUNTY DETENTION CENTER,LYONS,KS,67554,IGSA,,0,2021-01-07
1655,RICE COUNTY JAIL,FARIBAULT,MN,55021,IGSA,,0,2021-01-07
1656,RICHMOND CITY JAIL,RICHMOND,VA,23223,IGSA,,0,2021-01-07
1657,RICHMOND SUB-OFFICE HOLD,RICHMOND,VA,23219,HOLD,,0,2021-01-07
1658,RICHWOOD COR CENTER,MONROE,LA,71202,DIGSA,677,769,2024-08-05
1659,RICHWOOD CORRECTIONAL CENTER,MONROE,LA,71202,IGSA,677,1093,2025-11-10
1660,RICHWOOD CORRECTIONAL CENTER,RICHWOOD,LA,71202,DIGSA,677,742,2024-05-13
1661,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NY,11370,IGSA,,0,2021-01-07
1662,RIO BLANCO COUNTY JAIL,MEEKER,CO,81641,IGSA,,0,2021-01-07
1663,RIO COSUMNES CORR. CENTER,ELK GROVE,CA,95757,IGSA,,0,2021-01-07
1664,RIO GRANDE COUNTY JAIL,DEL NORTE,CO,81132,IGSA,,0,2021-07-22
1665,RIO GRANDE DETENTION CENTER,LAREDO,TX,78046,USMS CDF,275,586,2025-11-10
1666,RIO GRANDE STREET HOSPITAL,HARLINGEN,TX,78550,HOSPITAL,,0,2021-01-07
1667,RIO GRANDE VALLEY STAGING,LOS FRESNOS,TX,78566,STAGING,,0,2023-09-04
1668,RIO VISTA BEHV HLTH HSP,EL PASO,TX,79912,Other,,0,2021-01-07
1669,RISING GROUND,YONKERS,NY,10705,ORR,,28,2021-01-07
1670,RITE OF PASSAGE-CANYON ST ACADEMY,QUEEN CREEK,AZ,85142,ORR,,42,2021-01-07
1671,RIVER CORRECTIONAL CENTER,FERRIDAY,LA,71334,IGSA,361,601,2025-11-10
1672,RIVEREDGE HOSPITAL,FOREST PARK,IL,60130,HOSPITAL,,0,2021-01-07
1673,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,CA,92225,IGSA,"0.917,197",1,2022-03-07
1674,RIVERSIDE CUSTODY CASE,RIVERSIDE,CA,92705,HOLD,,0,2021-01-07
1675,RIVERSIDE REGIONAL JAIL,HOPEWELL,VA,23860,USMS IGA,,90,2025-11-10
1676,RJ DONOVAN CORRECTIONAL FACILITY,SAN DIEGO,CA,92104,Other,,0,2021-08-24
1677,ROANOKE CITY JAIL,ROANOKE,VA,24016,USMS IGA,,1,2025-11-10
1678,ROANOKE COUNTY JAIL,SALEM,VA,24153,IGSA,,0,2021-01-07
1679,ROANOKE SUB-OFFICE HOLD ROOM,SALEM,VA,24153,HOLD,,0,2021-01-07
1680,ROBERT A DEYTON DETENTION,LOVEJOY,GA,30250,USMS CDF,,2,2024-05-13
1681,ROBERT A DEYTON DETENTION FAC,LOVEJOY,GA,30250,USMS CDF,,2,2024-08-05
1682,ROBERT A DEYTON DETENTION FACILITY,LOVEJOY,GA,30250,USMS CDF,,9,2025-11-10
1683,ROBERT A. DEYTON DETENTION FACILITY,LOVEJOY,GA,30250,USMS CDF,,2,2023-11-13
1684,ROBERTS COUNTY,SISSETON,SD,57262,IGSA,,0,2021-01-07
1685,ROBERTSON COUNTY,SPRINGFIELD,TN,37172,IGSA,,0,2021-01-07
1686,ROBINSON CORRECTIONAL INSTITUTE,ENFIELD,CT,6082,IGSA,,0,2021-01-07
1687,ROCHESTER FEDERAL MEDICAL CENTER,ROCHESTER,MN,55903,BOP,,0,2021-01-07
1688,ROCK ISLAND CORRECTIONAL CENTER,ROCK ISLAND,IL,61201,USMS IGA,,0,2021-01-07
